TOP.642750e1.000b6502	START
TOP.642751ab.0005d3b0	user_options->outfile_autohex	1
TOP.642751ab.0005d3b0	user_options->outfile_check_timer	5
TOP.642751ab.0005d3b0	user_options->outfile_format	3
TOP.642751ab.0005d3b0	user_options->wordlist_autohex_disable	0
TOP.642751ab.0005d3b0	user_options->potfile_disable	0
TOP.642751ab.0005d3b0	user_options->progress_only	0
TOP.642751ab.0005d3b0	user_options->quiet	0
TOP.642751ab.0005d3b0	user_options->remove	0
TOP.642751ab.0005d3b0	user_options->remove_timer	60
TOP.642751ab.0005d3b0	user_options->restore	0
TOP.642751ab.0005d3b0	user_options->restore_disable	0
TOP.642751ab.0005d3b0	user_options->restore_timer	1
TOP.642751ab.0005d3b0	user_options->rp_files_cnt	0
TOP.642751ab.0005d3b0	user_options->rp_gen	0
TOP.642751ab.0005d3b0	user_options->rp_gen_func_max	4
TOP.642751ab.0005d3b0	user_options->rp_gen_func_min	1
TOP.642751ab.0005d3b0	user_options->rp_gen_seed	0
TOP.642751ab.0005d3b0	user_options->runtime	0
TOP.642751ab.0005d3b0	user_options->scrypt_tmto	0
TOP.642751ab.0005d3b0	user_options->segment_size	33554432
TOP.642751ab.0005d3b0	user_options->self_test_disable	0
TOP.642751ab.0005d3b0	user_options->slow_candidates	0
TOP.642751ab.0005d3b0	user_options->show	0
TOP.642751ab.0005d3b0	user_options->speed_only	0
TOP.642751ab.0005d3b0	user_options->spin_damp	0
TOP.642751ab.0005d3b0	user_options->status	0
TOP.642751ab.0005d3b0	user_options->status_json	0
TOP.642751ab.0005d3b0	user_options->status_timer	10
TOP.642751ab.0005d3b0	user_options->stdout_flag	0
TOP.642751ab.0005d3b0	user_options->usage	0
TOP.642751ab.0005d3b0	user_options->username	0
TOP.642751ab.0005d3b0	user_options->veracrypt_pim_start	485
TOP.642751ab.0005d3b0	user_options->veracrypt_pim_stop	485
TOP.642751ab.0005d3b0	user_options->version	0
TOP.642751ab.0005d3b0	user_options->workload_profile	4
TOP.642751ab.0005d3b0	user_options->brain_client	0
TOP.642751ab.0005d3b0	user_options->brain_client_features	2
TOP.642751ab.0005d3b0	user_options->brain_server	0
TOP.642751ab.0005d3b0	user_options->brain_server_timer	300
TOP.642751ab.0005d3b0	user_options->brain_port	6863
TOP.642751ab.0005d3b0	user_options->brain_session	0
TOP.642751ab.0005d3b0	proc_start	1680298411
TOP.642751ab.0005d3b0	proc_stop	1680298413
TOP.642751ab.0005d3b0	STOP
TOP.6427522d.000b9877	START
TOP.6427522d.000b9877	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.6427522d.000b9877	folder_config->install_dir	.
TOP.6427522d.000b9877	folder_config->profile_dir	.
TOP.6427522d.000b9877	folder_config->session_dir	.
TOP.6427522d.000b9877	folder_config->shared_dir	.
TOP.6427522d.000b9877	user_options->custom_charset_1	?l?d
TOP.6427522d.000b9877	user_options->encoding_from	utf-8
TOP.6427522d.000b9877	user_options->encoding_to	utf-8
TOP.6427522d.000b9877	user_options->rule_buf_l	:
TOP.6427522d.000b9877	user_options->rule_buf_r	:
TOP.6427522d.000b9877	user_options->session	hashcat
TOP.6427522d.000b9877	user_options->separator	:
TOP.6427522d.000b9877	user_options->limit	0
TOP.6427522d.000b9877	user_options->skip	0
TOP.6427522d.000b9877	user_options->attack_mode	3
TOP.6427522d.000b9877	user_options->benchmark	0
TOP.6427522d.000b9877	user_options->benchmark_all	0
TOP.6427522d.000b9877	user_options->bitmap_max	18
TOP.6427522d.000b9877	user_options->bitmap_min	16
TOP.6427522d.000b9877	user_options->debug_mode	0
TOP.6427522d.000b9877	user_options->hash_info	0
TOP.6427522d.000b9877	user_options->force	0
TOP.6427522d.000b9877	user_options->hwmon_disable	0
TOP.6427522d.000b9877	user_options->hwmon_temp_abort	90
TOP.6427522d.000b9877	user_options->hash_mode	22000
TOP.6427522d.000b9877	user_options->hex_charset	0
TOP.6427522d.000b9877	user_options->hex_salt	0
TOP.6427522d.000b9877	user_options->hex_wordlist	0
TOP.6427522d.000b9877	user_options->hook_threads	16
TOP.6427522d.000b9877	user_options->identify	0
TOP.6427522d.000b9877	user_options->increment	0
TOP.6427522d.000b9877	user_options->increment_max	256
TOP.6427522d.000b9877	user_options->increment_min	1
TOP.6427522d.000b9877	user_options->keep_guessing	0
TOP.6427522d.000b9877	user_options->kernel_accel	0
TOP.6427522d.000b9877	user_options->kernel_loops	0
TOP.6427522d.000b9877	user_options->kernel_threads	0
TOP.6427522d.000b9877	user_options->keyspace	0
TOP.6427522d.000b9877	user_options->left	0
TOP.6427522d.000b9877	user_options->logfile_disable	0
TOP.6427522d.000b9877	user_options->loopback	0
TOP.6427522d.000b9877	user_options->machine_readable	0
TOP.6427522d.000b9877	user_options->markov_classic	0
TOP.6427522d.000b9877	user_options->markov_disable	0
TOP.6427522d.000b9877	user_options->markov_inverse	0
TOP.6427522d.000b9877	user_options->markov_threshold	256
TOP.6427522d.000b9877	user_options->multiply_accel_disable	0
TOP.6427522d.000b9877	user_options->backend_info	0
TOP.6427522d.000b9877	user_options->backend_vector_width	0
TOP.6427522d.000b9877	user_options->optimized_kernel_enable	1
TOP.6427522d.000b9877	user_options->outfile_autohex	1
TOP.6427522d.000b9877	user_options->outfile_check_timer	5
TOP.6427522d.000b9877	user_options->outfile_format	3
TOP.6427522d.000b9877	user_options->wordlist_autohex_disable	0
TOP.6427522d.000b9877	user_options->potfile_disable	0
TOP.6427522d.000b9877	user_options->progress_only	0
TOP.6427522d.000b9877	user_options->quiet	0
TOP.6427522d.000b9877	user_options->remove	0
TOP.6427522d.000b9877	user_options->remove_timer	60
TOP.6427522d.000b9877	user_options->restore	0
TOP.6427522d.000b9877	user_options->restore_disable	0
TOP.6427522d.000b9877	user_options->restore_timer	1
TOP.6427522d.000b9877	user_options->rp_files_cnt	0
TOP.6427522d.000b9877	user_options->rp_gen	0
TOP.6427522d.000b9877	user_options->rp_gen_func_max	4
TOP.6427522d.000b9877	user_options->rp_gen_func_min	1
TOP.6427522d.000b9877	user_options->rp_gen_seed	0
TOP.6427522d.000b9877	user_options->runtime	0
TOP.6427522d.000b9877	user_options->scrypt_tmto	0
TOP.6427522d.000b9877	user_options->segment_size	33554432
TOP.6427522d.000b9877	user_options->self_test_disable	0
TOP.6427522d.000b9877	user_options->slow_candidates	0
TOP.6427522d.000b9877	user_options->show	0
TOP.6427522d.000b9877	user_options->speed_only	0
TOP.6427522d.000b9877	user_options->spin_damp	0
TOP.6427522d.000b9877	user_options->status	0
TOP.6427522d.000b9877	user_options->status_json	0
TOP.6427522d.000b9877	user_options->status_timer	10
TOP.6427522d.000b9877	user_options->stdout_flag	0
TOP.6427522d.000b9877	user_options->usage	0
TOP.6427522d.000b9877	user_options->username	0
TOP.6427522d.000b9877	user_options->veracrypt_pim_start	485
TOP.6427522d.000b9877	user_options->veracrypt_pim_stop	485
TOP.6427522d.000b9877	user_options->version	0
TOP.6427522d.000b9877	user_options->workload_profile	4
TOP.6427522d.000b9877	user_options->brain_client	0
TOP.6427522d.000b9877	user_options->brain_client_features	2
TOP.6427522d.000b9877	user_options->brain_server	0
TOP.6427522d.000b9877	user_options->brain_server_timer	300
TOP.6427522d.000b9877	user_options->brain_port	6863
TOP.6427522d.000b9877	user_options->brain_session	0
TOP.6427522d.000b9877	hashes->hashfile	.\44.hc22000
TOP.6427522d.000b9877	hashes->hashlist_mode	5
TOP.6427522d.000b9877	hashes->hashlist_format	0
TOP.6427522d.000b9877	hashes->hashes_cnt	0
TOP.6427522d.000b9877	hashes->digests_cnt	1
TOP.6427522d.000b9877	hashes->digests_done_pot	0
TOP.6427522d.000b9877	hashes->digests_done_zero	0
TOP.6427522d.000b9877	hashes->digests_done	0
TOP.6427522d.000b9877	hashes->salts_cnt	1
TOP.6427522d.000b9877	hashes->salts_done	0
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	START
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	mask_ctx->mask	?1?1?1?1?1?1?1?1?1?1?1
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	runtime_start	1680298549
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	runtime_stop	1680298559
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	hashes->digests_done_new	0
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	status-after-work	8
TOP.6427522d.000b9877	SUB.6427522e.0004aac8	STOP
TOP.6427522d.000b9877	proc_start	1680298541
TOP.6427522d.000b9877	proc_stop	1680298561
TOP.6427522d.000b9877	STOP
TOP.6427524b.00007d54	START
TOP.6427524b.00007d54	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.6427524b.00007d54	folder_config->install_dir	.
TOP.6427524b.00007d54	folder_config->profile_dir	.
TOP.6427524b.00007d54	folder_config->session_dir	.
TOP.6427524b.00007d54	folder_config->shared_dir	.
TOP.6427524b.00007d54	user_options->custom_charset_1	?l?d
TOP.6427524b.00007d54	user_options->encoding_from	utf-8
TOP.6427524b.00007d54	user_options->encoding_to	utf-8
TOP.6427524b.00007d54	user_options->rule_buf_l	:
TOP.6427524b.00007d54	user_options->rule_buf_r	:
TOP.6427524b.00007d54	user_options->session	hashcat
TOP.6427524b.00007d54	user_options->separator	:
TOP.6427524b.00007d54	user_options->limit	0
TOP.6427524b.00007d54	user_options->skip	0
TOP.6427524b.00007d54	user_options->attack_mode	3
TOP.6427524b.00007d54	user_options->benchmark	0
TOP.6427524b.00007d54	user_options->benchmark_all	0
TOP.6427524b.00007d54	user_options->bitmap_max	18
TOP.6427524b.00007d54	user_options->bitmap_min	16
TOP.6427524b.00007d54	user_options->debug_mode	0
TOP.6427524b.00007d54	user_options->hash_info	0
TOP.6427524b.00007d54	user_options->force	0
TOP.6427524b.00007d54	user_options->hwmon_disable	0
TOP.6427524b.00007d54	user_options->hwmon_temp_abort	90
TOP.6427524b.00007d54	user_options->hash_mode	22000
TOP.6427524b.00007d54	user_options->hex_charset	0
TOP.6427524b.00007d54	user_options->hex_salt	0
TOP.6427524b.00007d54	user_options->hex_wordlist	0
TOP.6427524b.00007d54	user_options->hook_threads	16
TOP.6427524b.00007d54	user_options->identify	0
TOP.6427524b.00007d54	user_options->increment	0
TOP.6427524b.00007d54	user_options->increment_max	256
TOP.6427524b.00007d54	user_options->increment_min	1
TOP.6427524b.00007d54	user_options->keep_guessing	0
TOP.6427524b.00007d54	user_options->kernel_accel	0
TOP.6427524b.00007d54	user_options->kernel_loops	0
TOP.6427524b.00007d54	user_options->kernel_threads	0
TOP.6427524b.00007d54	user_options->keyspace	0
TOP.6427524b.00007d54	user_options->left	0
TOP.6427524b.00007d54	user_options->logfile_disable	0
TOP.6427524b.00007d54	user_options->loopback	0
TOP.6427524b.00007d54	user_options->machine_readable	0
TOP.6427524b.00007d54	user_options->markov_classic	0
TOP.6427524b.00007d54	user_options->markov_disable	0
TOP.6427524b.00007d54	user_options->markov_inverse	0
TOP.6427524b.00007d54	user_options->markov_threshold	256
TOP.6427524b.00007d54	user_options->multiply_accel_disable	0
TOP.6427524b.00007d54	user_options->backend_info	0
TOP.6427524b.00007d54	user_options->backend_vector_width	0
TOP.6427524b.00007d54	user_options->optimized_kernel_enable	1
TOP.6427524b.00007d54	user_options->outfile_autohex	1
TOP.6427524b.00007d54	user_options->outfile_check_timer	5
TOP.6427524b.00007d54	user_options->outfile_format	3
TOP.6427524b.00007d54	user_options->wordlist_autohex_disable	0
TOP.6427524b.00007d54	user_options->potfile_disable	0
TOP.6427524b.00007d54	user_options->progress_only	0
TOP.6427524b.00007d54	user_options->quiet	0
TOP.6427524b.00007d54	user_options->remove	0
TOP.6427524b.00007d54	user_options->remove_timer	60
TOP.6427524b.00007d54	user_options->restore	0
TOP.6427524b.00007d54	user_options->restore_disable	0
TOP.6427524b.00007d54	user_options->restore_timer	1
TOP.6427524b.00007d54	user_options->rp_files_cnt	0
TOP.6427524b.00007d54	user_options->rp_gen	0
TOP.6427524b.00007d54	user_options->rp_gen_func_max	4
TOP.6427524b.00007d54	user_options->rp_gen_func_min	1
TOP.6427524b.00007d54	user_options->rp_gen_seed	0
TOP.6427524b.00007d54	user_options->runtime	0
TOP.6427524b.00007d54	user_options->scrypt_tmto	0
TOP.6427524b.00007d54	user_options->segment_size	33554432
TOP.6427524b.00007d54	user_options->self_test_disable	0
TOP.6427524b.00007d54	user_options->slow_candidates	0
TOP.6427524b.00007d54	user_options->show	0
TOP.6427524b.00007d54	user_options->speed_only	0
TOP.6427524b.00007d54	user_options->spin_damp	0
TOP.6427524b.00007d54	user_options->status	0
TOP.6427524b.00007d54	user_options->status_json	0
TOP.6427524b.00007d54	user_options->status_timer	10
TOP.6427524b.00007d54	user_options->stdout_flag	0
TOP.6427524b.00007d54	user_options->usage	0
TOP.6427524b.00007d54	user_options->username	0
TOP.6427524b.00007d54	user_options->veracrypt_pim_start	485
TOP.6427524b.00007d54	user_options->veracrypt_pim_stop	485
TOP.6427524b.00007d54	user_options->version	0
TOP.6427524b.00007d54	user_options->workload_profile	4
TOP.6427524b.00007d54	user_options->brain_client	0
TOP.6427524b.00007d54	user_options->brain_client_features	2
TOP.6427524b.00007d54	user_options->brain_server	0
TOP.6427524b.00007d54	user_options->brain_server_timer	300
TOP.6427524b.00007d54	user_options->brain_port	6863
TOP.6427524b.00007d54	user_options->brain_session	0
TOP.6427524b.00007d54	hashes->hashfile	.\44.hc22000
TOP.6427524b.00007d54	hashes->hashlist_mode	5
TOP.6427524b.00007d54	hashes->hashlist_format	0
TOP.6427524b.00007d54	hashes->hashes_cnt	0
TOP.6427524b.00007d54	hashes->digests_cnt	1
TOP.6427524b.00007d54	hashes->digests_done_pot	0
TOP.6427524b.00007d54	hashes->digests_done_zero	0
TOP.6427524b.00007d54	hashes->digests_done	0
TOP.6427524b.00007d54	hashes->salts_cnt	1
TOP.6427524b.00007d54	hashes->salts_done	0
TOP.6427524b.00007d54	SUB.6427524b.00083deb	START
TOP.6427524b.00007d54	SUB.6427524b.00083deb	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.6427524b.00007d54	SUB.6427524b.00083deb	runtime_start	1680298578
TOP.6427524b.00007d54	SUB.6427524b.00083deb	runtime_stop	1680298580
TOP.6427524b.00007d54	SUB.6427524b.00083deb	hashes->digests_done_new	0
TOP.6427524b.00007d54	SUB.6427524b.00083deb	status-after-work	8
TOP.6427524b.00007d54	SUB.6427524b.00083deb	STOP
TOP.6427524b.00007d54	proc_start	1680298571
TOP.6427524b.00007d54	proc_stop	1680298581
TOP.6427524b.00007d54	STOP
TOP.6427526f.0009a4e2	START
TOP.6427526f.0009a4e2	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.6427526f.0009a4e2	folder_config->install_dir	.
TOP.6427526f.0009a4e2	folder_config->profile_dir	.
TOP.6427526f.0009a4e2	folder_config->session_dir	.
TOP.6427526f.0009a4e2	folder_config->shared_dir	.
TOP.6427526f.0009a4e2	user_options->custom_charset_1	?l?d
TOP.6427526f.0009a4e2	user_options->encoding_from	utf-8
TOP.6427526f.0009a4e2	user_options->encoding_to	utf-8
TOP.6427526f.0009a4e2	user_options->rule_buf_l	:
TOP.6427526f.0009a4e2	user_options->rule_buf_r	:
TOP.6427526f.0009a4e2	user_options->session	hashcat
TOP.6427526f.0009a4e2	user_options->separator	:
TOP.6427526f.0009a4e2	user_options->limit	0
TOP.6427526f.0009a4e2	user_options->skip	0
TOP.6427526f.0009a4e2	user_options->attack_mode	3
TOP.6427526f.0009a4e2	user_options->benchmark	0
TOP.6427526f.0009a4e2	user_options->benchmark_all	0
TOP.6427526f.0009a4e2	user_options->bitmap_max	18
TOP.6427526f.0009a4e2	user_options->bitmap_min	16
TOP.6427526f.0009a4e2	user_options->debug_mode	0
TOP.6427526f.0009a4e2	user_options->hash_info	0
TOP.6427526f.0009a4e2	user_options->force	0
TOP.6427526f.0009a4e2	user_options->hwmon_disable	0
TOP.6427526f.0009a4e2	user_options->hwmon_temp_abort	90
TOP.6427526f.0009a4e2	user_options->hash_mode	22000
TOP.6427526f.0009a4e2	user_options->hex_charset	0
TOP.6427526f.0009a4e2	user_options->hex_salt	0
TOP.6427526f.0009a4e2	user_options->hex_wordlist	0
TOP.6427526f.0009a4e2	user_options->hook_threads	16
TOP.6427526f.0009a4e2	user_options->identify	0
TOP.6427526f.0009a4e2	user_options->increment	0
TOP.6427526f.0009a4e2	user_options->increment_max	256
TOP.6427526f.0009a4e2	user_options->increment_min	1
TOP.6427526f.0009a4e2	user_options->keep_guessing	0
TOP.6427526f.0009a4e2	user_options->kernel_accel	0
TOP.6427526f.0009a4e2	user_options->kernel_loops	0
TOP.6427526f.0009a4e2	user_options->kernel_threads	0
TOP.6427526f.0009a4e2	user_options->keyspace	0
TOP.6427526f.0009a4e2	user_options->left	0
TOP.6427526f.0009a4e2	user_options->logfile_disable	0
TOP.6427526f.0009a4e2	user_options->loopback	0
TOP.6427526f.0009a4e2	user_options->machine_readable	0
TOP.6427526f.0009a4e2	user_options->markov_classic	0
TOP.6427526f.0009a4e2	user_options->markov_disable	0
TOP.6427526f.0009a4e2	user_options->markov_inverse	0
TOP.6427526f.0009a4e2	user_options->markov_threshold	256
TOP.6427526f.0009a4e2	user_options->multiply_accel_disable	0
TOP.6427526f.0009a4e2	user_options->backend_info	0
TOP.6427526f.0009a4e2	user_options->backend_vector_width	0
TOP.6427526f.0009a4e2	user_options->optimized_kernel_enable	1
TOP.6427526f.0009a4e2	user_options->outfile_autohex	1
TOP.6427526f.0009a4e2	user_options->outfile_check_timer	5
TOP.6427526f.0009a4e2	user_options->outfile_format	3
TOP.6427526f.0009a4e2	user_options->wordlist_autohex_disable	0
TOP.6427526f.0009a4e2	user_options->potfile_disable	0
TOP.6427526f.0009a4e2	user_options->progress_only	0
TOP.6427526f.0009a4e2	user_options->quiet	0
TOP.6427526f.0009a4e2	user_options->remove	0
TOP.6427526f.0009a4e2	user_options->remove_timer	60
TOP.6427526f.0009a4e2	user_options->restore	0
TOP.6427526f.0009a4e2	user_options->restore_disable	0
TOP.6427526f.0009a4e2	user_options->restore_timer	1
TOP.6427526f.0009a4e2	user_options->rp_files_cnt	0
TOP.6427526f.0009a4e2	user_options->rp_gen	0
TOP.6427526f.0009a4e2	user_options->rp_gen_func_max	4
TOP.6427526f.0009a4e2	user_options->rp_gen_func_min	1
TOP.6427526f.0009a4e2	user_options->rp_gen_seed	0
TOP.6427526f.0009a4e2	user_options->runtime	0
TOP.6427526f.0009a4e2	user_options->scrypt_tmto	0
TOP.6427526f.0009a4e2	user_options->segment_size	33554432
TOP.6427526f.0009a4e2	user_options->self_test_disable	0
TOP.6427526f.0009a4e2	user_options->slow_candidates	0
TOP.6427526f.0009a4e2	user_options->show	0
TOP.6427526f.0009a4e2	user_options->speed_only	0
TOP.6427526f.0009a4e2	user_options->spin_damp	0
TOP.6427526f.0009a4e2	user_options->status	0
TOP.6427526f.0009a4e2	user_options->status_json	0
TOP.6427526f.0009a4e2	user_options->status_timer	10
TOP.6427526f.0009a4e2	user_options->stdout_flag	0
TOP.6427526f.0009a4e2	user_options->usage	0
TOP.6427526f.0009a4e2	user_options->username	0
TOP.6427526f.0009a4e2	user_options->veracrypt_pim_start	485
TOP.6427526f.0009a4e2	user_options->veracrypt_pim_stop	485
